instance_id,drugName,smiles
2211,astemizole,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
2212,tamoxifen,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
2213,ivermectin,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
2214,diazoxide,COC1=CC=CC=C1OCC(COC(=O)N)O
2215,disulfiram,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
2216,atropine oxide,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
2217,chlorphenamine,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
2218,isoconazole,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
2219,clindamycin,C1=CC(=CC=C1OCC(CO)O)Cl
2220,nicergoline,CCC1(CC(=O)NC1=O)C
2221,gallamine triethiodide,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
2222,aminophenazone,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N
2223,acetylsalicylsalicylic acid,CN1CCC2=CC3=C(C=C2C1O)OCO3
2224,nomifensine,CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC
2225,nalbuphine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
2226,spironolactone,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C
2227,terfenadine,C1=CC(=CC=C1CN)S(=O)(=O)N
2228,canrenoic acid,CC(C)NNC(=O)C1=CC=NC=C1
2229,neomycin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
2230,ursolic acid,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
2231,mianserin,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
2232,dizocilpine,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
2233,picotamide,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
2234,pirenzepine,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC
2235,cefotaxime,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
2236,thioproperazine,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
2237,dihydrostreptomycin,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
2238,pindolol,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N
2239,nocodazole,COC1=CC(=O)O[C@H](C1)/C=C/C2=CC=CC=C2
2240,acenocoumarol,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
2241,triamcinolone,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl
2242,dexamethasone,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
2243,tetracycline,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
2244,dihydroergotamine,CC1=CC=CC=C1OCC(CO)O
2245,gentamicin,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
2246,isoniazid,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
2247,trichostatin A,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
2248,tranexamic acid,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
2249,ampyrone,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
2250,midodrine,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
2251,ranitidine,C1=CC=C2C(=C1)C=NN=C2NN
2252,piroxicam,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
2253,norfloxacin,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3
2254,etodolac,CCCNC(C)C(=O)NC1=CC=CC=C1C
2255,pentetrazol,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
2256,etofylline,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
2257,levamisole,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
2258,thalidomide,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
2259,tiratricol,C1=CC=C(C=C1)CCNN
2260,pyrantel,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
2261,antimycin A,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
2262,scopolamine N-oxide,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
2263,chlorzoxazone,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
2264,tranylcypromine,CC1=C(C(=CC=C1)C)OCC(C)N
2265,pargyline,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C
2266,oxolinic acid,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
2267,flufenamic acid,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
2268,trichostatin A,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
2269,fenspiride,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
2270,xylometazoline,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
2271,hyoscyamine,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
2272,ornidazole,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC
2273,alverine,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
2274,methocarbamol,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
2275,nimesulide,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
2276,flumequine,COC1=CC(=O)O[C@H](C1)/C=C/C2=CC=CC=C2
2277,gemfibrozil,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
2278,oxymetazoline,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl
2279,chlorphenesin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
2280,ethosuximide,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
2281,aceclofenac,CC1=CC=CC=C1OCC(CO)O
2282,aztreonam,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
2283,hydrastinine,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
2284,mefexamide,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
2285,nifenazone,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
2286,metampicillin,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
2287,mafenide,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
2288,iproniazid,C1=CC=C2C(=C1)C=NN=C2NN
2289,cloxacillin,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
2290,pentoxifylline,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3
2291,meclofenamic acid,CCCNC(C)C(=O)NC1=CC=CC=C1C
2292,tiapride,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
2293,griseofulvin,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
2294,dilazep,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
2295,riluzole,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
2296,sulfamethoxazole,C1=CC=C(C=C1)CCNN
2297,nalidixic acid,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
2298,metaraminol,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
2299,kawain,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
2300,mebendazole,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
2301,clemizole,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
2302,ofloxacin,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
2303,nitrofurantoin,CC1=C(C(=CC=C1)C)OCC(C)N
2304,mephenesin,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C
2305,pentolonium,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
2306,salbutamol,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
2307,trimethoprim,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
2308,fenbufen,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
2309,tropicamide,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O
2310,lomefloxacin,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
2311,hydralazine,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
2312,phenformin,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
2313,6-benzylaminopurine,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
2314,prilocaine,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
2315,metoclopramide,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
2316,ketoprofen,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
2317,nefopam,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
2318,orphenadrine,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O
2319,phenelzine,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
2320,tolbutamide,CCCCOC1=CC=C(C=C1)CC(=O)NO
2321,camptothecin,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
2322,indapamide,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31
2323,phentolamine,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
2324,mexiletine,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
2326,ethisterone,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
2327,vincamine,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
2328,fludrocortisone,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
2329,dantrolene,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
2330,trichostatin A,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
2331,tiapride,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
2332,griseofulvin,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
2333,dilazep,CCN(CC)C(=O)N1CCN(CC1)C
2334,riluzole,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1
2335,sulfamethoxazole,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
2336,nalidixic acid,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
2337,kawain,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
2338,mebendazole,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
2339,clemizole,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
2340,ofloxacin,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
2341,nitrofurantoin,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
2342,mephenesin,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC
2343,pentolonium,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
2344,salbutamol,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
2345,trimethoprim,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
2346,fenbufen,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C
2347,tropicamide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
2348,lomefloxacin,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
2349,hydralazine,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
2350,phenformin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
2351,6-benzylaminopurine,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C
2352,prilocaine,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
2353,metoclopramide,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
2354,ketoprofen,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
2355,nefopam,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
2356,orphenadrine,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
2357,phenelzine,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
2358,flutamide,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)O)OC)OC)OC
2359,tolbutamide,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O
2360,fenbendazole,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
2361,indapamide,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-]
2362,phentolamine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
2363,proglumide,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
2364,mexiletine,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
2366,ethisterone,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
2367,vincamine,CCOC(=O)N1C=CN(C1=S)C
2368,fludrocortisone,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
2369,dantrolene,CC1=CC(=O)C2=CC=CC=C2C1=O
2370,trichostatin A,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-]
2371,lisinopril,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
2372,ifenprodil,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
2373,flavoxate,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
2374,difenidol,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
2375,trichostatin A,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
2376,triprolidine,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O
2377,indometacin,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O
2378,fenoterol,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O
2379,trazodone,C1=CC2=C(C=C1O)C(=CN2)CCN
2380,lincomycin,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
2381,flunarizine,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
2382,bufexamac,C=CC(CCC(=O)O)N
2383,norethisterone,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
2384,doxepin,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
2385,cortisone,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F
2386,homochlorcyclizine,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
2387,glafenine,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N
2388,telenzepine,CN(C)CCN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O
2389,trifluoperazine,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N
2390,aminoglutethimide,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
2391,nortriptyline,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
2392,dyclonine,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)/C(=C\C)/NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C
2393,prednisolone,C[C@H]1C2=CC(=C(C=C2CCN1)OC)OC
2394,diethylcarbamazine,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
2395,pimethixene,C[C@H](CC1=CC=CC=C1)N(C)CC#C
2396,econazole,CC1=NNC(=O)NC1=O
2397,enalapril,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
2398,dropropizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
2399,niflumic acid,CNCCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
2400,dimenhydrinate,CS(=N)(=O)CC[C@@H](C(=O)O)N
2401,fenofibrate,CCOC1=CC=C(C=C1)NC(=O)C
2402,chenodeoxycholic acid,CNCCC1=CC=CC=N1
2403,pergolide,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
2404,bupivacaine,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
2405,minocycline,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
2406,pinacidil,CCCC1=CC(=O)NC(=S)N1
2407,isotretinoin,CCC1=C(C(=CC=C1)CC)NC(=O)CN(CC(=O)O)CC(=O)O
2408,disopyramide,C1=CN=C(C=N1)C(=O)N
2409,bumetanide,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
2410,perhexiline,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
2411,acemetacin,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
2412,clemastine,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
2423,digoxin,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl
2424,meclozine,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
2425,naringin,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
2426,progesterone,CC1(C(=O)N(C(=O)O1)C)C
2427,butoconazole,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C
2428,biotin,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
2429,cephaeline,C1CSC2=NC(CN21)C3=CC=CC=C3
2430,velnacrine,C1=CC(=CC=C1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])O
2431,melatonin,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@@H](C)O
2432,neostigmine bromide,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
2433,felodipine,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O
2434,amiodarone,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
2435,bisacodyl,CCC1=NC=CC(=C1)C(=S)N
2436,colecalciferol,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
2437,carbimazole,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
2438,pilocarpine,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
2439,menadione,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
2440,niridazole,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
2441,amphotericin B,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O
2442,ergocalciferol,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC
2443,cisapride,CN1C=CC(=C(C1=O)C#N)OC
2444,epiandrosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1
2445,dicloxacillin,C1CC(C2=CC=CC=C2C1)C3=NCCN3
2446,dinoprost,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
2447,ceforanide,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
2448,puromycin,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO
2449,serotonin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
2450,trichostatin A,C1CCNC(C1)C2=CN=CC=C2
2451,metixene,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@@](C31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6OC)OC)O)O)OC)O)COC
2452,vigabatrin,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
2453,fluoxetine,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
2454,glycocholic acid,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
